otc_id,otc_name,jan_code,otc_unit,otc_celler,otc_maker,otc_elements,備考
1584,サンテメディカルプラスガードＥＸ企画品（２４ＦＹ下）,4987084322463,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.11追加
1585,サンテメディカルプラスガードＥＸ限定企画品（２個パック）,4987084322975,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.12追加
1586,サンテメディカルプラス１２,4987084315281,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.3追加
1587,サンテメディカルプラス１２企画品（２３ＦＹ上）,4987084319852,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.7追加
1588,サンテメディカルプラス１２企画品（２３ＦＹ下）,4987084320001,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R5.11追加
1589,サンテメディカルプラス１２企画品（２４ＦＹ上）,4987084322029,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.7追加
1590,サンテメディカルプラス１２企画品（２４ＦＹ下）,4987084322449,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.11追加
1591,サンテメディカルプラス１２限定企画品（２個パック）,4987084322982,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R6.12追加
1592,サンテ４０ゴールドネオ,4987084316967,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R7.1追加
1593,サンテ４０ゴールドネオクール,4987084316974,12mL,参天製薬株式会社,参天製薬株式会社,クロルフェニラミン,R7.1追加
1594,サンプンラク,,1.2g×2包入,株式会社　赤玉堂,株式会社　赤玉堂,アセトアミノフェン,R4.3追加
1595,三宝葛根湯エキス顆粒,4961248000695,9包,,三宝製薬株式会社,マオウ,R4.4追加
1596,サンポープラスターＡ,4961248002781,10枚,三宝製薬株式会社,東光薬品工業株式会社,サリチル酸メチル,
1597,サンワ葛根湯加川?辛夷エキス細粒,4987327009182,500g,三和生薬株式会社,三和生薬株式会社,マオウ,
1598,サンワ葛根湯加川?辛夷エキス細粒「分包」,4987327009144,30包,三和生薬株式会社,三和生薬株式会社,マオウ,
1599,サンワ葛根湯加川?辛夷エキス細粒「分包」,4987327009168,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1600,三和生薬ぜんそく散,4987327110376,15包,三和生薬株式会社,三和生薬株式会社,マオウ,
1601,三和生薬ぜんそく散,4987327110383,45包,三和生薬株式会社,三和生薬株式会社,マオウ,
1602,サンワ麻黄湯エキス細粒,4987327054182,500g,三和生薬株式会社,三和生薬株式会社,マオウ,
1603,サンワ麻黄湯エキス細粒「分包」,4987327054144,30包,三和生薬株式会社,三和生薬株式会社,マオウ,
1604,サンワ麻黄湯エキス細粒「分包」,4987327054168,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1605,サンワ麻黄湯エキス細粒「分包」,4987327054373,15包,三和生薬株式会社,三和生薬株式会社,マオウ,
1606,サンワ麻杏甘石湯エキス細粒,4987327056186,500g,三和生薬株式会社,三和生薬株式会社,マオウ,
1607,サンワ麻杏甘石湯エキス細粒「分包」,4987327056148,30包,三和生薬株式会社,三和生薬株式会社,マオウ,
1608,サンワ麻杏甘石湯エキス細粒「分包」,4987327056162,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1609,サンワ麻杏甘石湯エキス細粒「分包」,4987327056377,15包,三和生薬株式会社,三和生薬株式会社,マオウ,
1610,サンワ?苡仁湯エキス細粒,4987327059187,500g,三和生薬株式会社,三和生薬株式会社,マオウ,
1611,サンワロンＭ（麻黄附子細辛湯）,4589662350136,270錠,株式会社虎ノ門堂,三和生薬株式会社,マオウ,
1612,サンワロンＭ（麻黄附子細辛湯）,4987327069414,270錠,三和生薬株式会社,三和生薬株式会社,マオウ,
1613,サンワロンＭ（麻黄附子細辛湯）,4987327069599,45錠,,三和生薬株式会社,マオウ,
1614,サンワロンＭ（麻黄附子細辛湯）,4987438034011,100錠,ジェーピーエス製薬株式会社,三和生薬株式会社,マオウ,
1615,サンワロンＭ顆粒（麻黄附子細辛湯）,4987045196409,90包,クラシエ薬品株式会社,三和生薬株式会社,マオウ,
1616,サンワロンＭ顆粒（麻黄附子細辛湯）,4987327069148,30包,三和生薬株式会社,三和生薬株式会社,マオウ,
1617,サンワロンＭ顆粒（麻黄附子細辛湯）,4987327069162,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1618,サンワロンＭ顆粒（麻黄附子細辛湯）,4987438034066,180包,ジェーピーエス製薬株式会社,三和生薬株式会社,マオウ,
1619,サンワロンＭ顆粒（麻黄附子細辛湯）,4987438034073,12包,ジェーピーエス製薬株式会社,三和生薬株式会社,マオウ,
1620,サンワロンＣ（葛根加朮附湯）,4987327073411,270錠,三和生薬株式会社,三和生薬株式会社,マオウ,
1621,サンワロンＣ（葛根加朮附湯）,4589662350303,270錠,株式会社虎ノ門堂,三和生薬株式会社,マオウ,R4.2追加
1622,サンワロンＣ顆粒（葛根加朮附湯）,4987327073169,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1623,サンワロンＴ（桂枝芍薬知母湯）,4987327076412,270錠,三和生薬株式会社,三和生薬株式会社,マオウ,
1624,サンワロンＴ顆粒（桂枝芍薬知母湯）,4987327076160,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
1625,ＧＳリフェンダａ,4987487101627,5枚,,株式会社タカミツ,サリチル酸グリコール,
1626,ＧＳリフェンダａ,4987487103423,6枚,,株式会社タカミツ,サリチル酸グリコール,
1627,ＧＳリフェンダ液,4987487103362,100mL,ゲンキー株式会社,三友薬品株式会社,サリチル酸グリコール,
1628,ＧＳリフェンダｕ,4987487103430,28枚(7枚×4袋),,株式会社タカミツ,サリチル酸グリコール,
1629,ＧＳリフェンダｕ,4987487103447,56枚(7枚×8袋),,株式会社タカミツ,サリチル酸グリコール,
1630,ＧＳリフェンダｕ,4987487103829,6枚,,株式会社タカミツ,サリチル酸グリコール,
1631,ＧＳリフェンダｕ,4987487103836,24枚(6枚×4袋),,株式会社タカミツ,サリチル酸グリコール,
1632,ＧＳリフェンダｕ,4987487103843,6枚,,株式会社タカミツ,サリチル酸グリコール,
1633,ＧＳリフェンダｕ,4987487103850,24枚(6枚×4袋),,株式会社タカミツ,サリチル酸グリコール,
1634,シートパップ,,6枚,大協薬品工業株式会社,大協薬品工業株式会社,サリチル酸グリコール,R5.5追加 JANコードなし
1635,シートハップＰ,4940794461051,6枚,大協薬品工業株式会社,大協薬品工業株式会社,サリチル酸グリコール,
1636,シートハップＰ,4954097415000,6枚,株式会社廣貫堂,大協薬品工業株式会社,サリチル酸グリコール,
1637,シートハップＰ,4940794461723,５枚,大協薬品工業株式会社,大協薬品工業株式会社,サリチル酸グリコール,R6.1追加
1638,ジーフェルスリムＡ,4944456171890,180錠,グレートアンドグランド株式会社,中村薬品工業株式会社,マオウ,
1639,ジーフェルスリムＡ,4944456552101,360錠,グレートアンドグランド株式会社,中村薬品工業株式会社,マオウ,
1640,ジーフェルスリムＡ,4944457052358,168錠,グレートアンドグランド株式会社,中村薬品工業株式会社,マオウ,
1641,ＪＡクミアイ総合感冒カプセル,4987336901125,8ｶﾌﾟｾﾙ,厚生農業協同組合連合会,小林薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
1642,ＪＡアスマリン葛根湯シロップ,4981529102832,30mL×3本,岐阜県厚生農業共同組合連合会,大生堂薬品工業株式会社,マオウ,
1643,ＪＰＳかぜ１号錠,4987438027211,45錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,
1644,ＪＰＳかぜ２号錠,4987438027310,45錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,
1645,ＪＰＳかぜ５号錠,4987438027617,45錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,
1646,ＪＰＳかぜ６号錠,4987438027716,45錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,
1647,ＪＰＳかぜ薬１号Ｇ,4987438026610,9包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン,
1648,ＪＰＳかぜ薬２号Ｇ,4987438026627,9包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン,
1649,ＪＰＳかぜ薬５号Ｇ,4987438026658,9包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
1650,ＪＰＳかぜ薬６号Ｇ,4987438026665,9包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
1651,ＪＰＳかぜ薬８号Ｇ,4987438026689,9包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
1652,ＪＰＳ葛根湯エキス錠Ｎ,4987438060553,120錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1653,ＪＰＳ葛根湯エキス錠Ｎ,4987438060560,260錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1654,ＪＰＳ葛根湯エキス錠Ｎ,4987438860542,60錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1655,ＪＰＳ葛根湯加川?辛夷エキス錠Ｎ,4987438066265,260錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1656,ＪＰＳ葛根湯加川?辛夷エキス錠Ｎ,4987438066203,252錠,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1657,ＪＰＳ漢方顆粒－２５号（小青竜湯）,4987438072549,180包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1658,ＪＰＳ漢方顆粒－４７号,4987438047479,180包,ジェーピーエス製薬,ジェーピーエス製薬,マオウ,R6.12追加
1659,ＪＰＳ漢方顆粒－４８号,4987438074888,12包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1660,ＪＰＳ漢方顆粒－４８号,4987438074826,12包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1661,ＪＰＳ漢方顆粒－４８号,4987438074840,180包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1662,ＪＰＳ漢方顆粒－４９号,4987438074949,180包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1663,ＪＰＳ漢方顆粒－１２号,4987438071245,180包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1664,ＪＰＳ漢方顆粒－２５号（小青竜湯）,4987438072587,12包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1665,ＪＰＳ漢方顆粒－２５号（小青竜湯）,4987438072556,16包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1666,ＪＰＳ漢方顆粒－４５号,4987438074543,180包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1667,ＪＰＳ漢方顆粒－４７号,4987438074789,12包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,
1668,ＪＰＳ漢方顆粒－５号,4987438070507,12包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
1669,ＪＰＳ漢方顆粒－５号,4987438070552,16包,ジェーピーエス製薬株式会社,ジェーピーエス製薬株式会社,マオウ,R4.2追加
